Username,Komentar,Likes,Waktu
@joshuaryan9650,"Google pixel 8 series be like:

LET IT RIP!",0,2024-10-07T09:53:16Z
@Kibble_Gob,"my android motorola (which is 4-5 years old now) looks similar to everything he shows in 'ease of use' while talking about iphone... again, its an android phone... (only siri isnt a thing ofc)",0,2024-10-06T19:22:40Z
@beamerbenz484,I mean US wins iphone. Rest of the world own android. There it is,1,2024-10-06T09:48:56Z
@beamerbenz484,Besides that iphones is like one trademark. You should compare it to samsung especially. Androids are a lot of brands to compare to. Plus if youre phone has the same parts in it for 10 years of course the updates are limited and accesible. Android samsung changes things from year to year.,0,2024-10-06T09:48:15Z
@Officebreakhour,"always apple, simple secure affordable to repair as any of andriod brands phone lcd cost as much as the phones new price",0,2024-10-05T16:23:00Z
@Pecheur_du_net,3:48 no my samsung have this,3,2024-10-05T14:41:57Z
@flakexb-1752,"The comment section highlights that Android is better, 
Apple has sold 1 billion devices, often purchased for show off",0,2024-10-05T14:06:40Z
@superstar455,idk how to feel theirs charging speed that's becoming a thing appreciate I that. Mag safe is super dope mod. Guess I am flowing more towards android.,0,2024-10-03T10:26:22Z
@SecurityOfficerOnDutyVME5,"Ok, now I see what people are talking about when they say this guy is a sellout and a hypocrite. Being an android user, I can say with certainty that this guy is withholding information to give apple an edge. For example, my current 3 generation already old Samsung has a 7 year guarantee on updates, and all the new ones after offer the same, but here he says we only get 3 or 4 years. That is obviously bs. That is just one of a few lies I found on this video. This guy lost my subscription and my respect.",0,2024-10-02T04:22:38Z
@SecurityOfficerOnDutyVME5,"So getting scammed by apple without the ability to go to a competitor for better pricing or service makes it ""easier to use""??? Wow! Apple sheep will really just follow the rest off a bridge, huh?",0,2024-10-02T04:13:51Z
@rahorin,"To sum it up.  Apple boring, Android exciting.  Nothing wrong with that.  You either like simple things or you like learning new things.",0,2024-10-01T23:48:31Z
@qualitytraders5333,"Starting off, I've always had an Android. I don't play games, don't do social media, don't watch videos on my phone (I got a 55 inch smart TV for that) or listen to music (my smart TV is connected to my home theatre and does an better job at it). My phone IS a phone. It's all about what you use your phone for, not how it looks. It's on your ear, right? It has to be functional for your everyday use. I never screw around with my phone's basic settings. If I'm with company I mute the ring and notifications, just for respect. They deserve my full attention. After all I don't have ""disconnect anxiety"", like nobody likes me, nobody loves me, nobody wants to see me or wants to know what I'm doing all day.",0,2024-10-01T00:34:10Z
@sumitchaudhary343,I have used apple products and trust me mac os and ios are pure shit. Only thing worth having from apple is ipad and apple tv,0,2024-09-30T16:19:03Z
@TonySingh_23,Yt suggested it after ios 18 update and I am sure Apple’s software watched this video. They added everything you said in this video😂😂,1,2024-09-30T12:16:34Z
@BricklyDragon,"The only reason IPhone is better because most of your friends and colleagues have an iPhone and would recommend it. AirDrop is also more convenient.

Samsung has a better battery and software and you're not restricted by the App Store. I'm willing to bet you have more friends with iPhones than Samsungs.",1,2024-09-30T09:10:12Z
@AnuragSawant-k1o,"Apple sellout, everybody knows Apple products are just for insecure people who care more about showing off rather than functionality. I would guess that is why most Apple users are less technically oriented or educated people.",0,2024-09-30T03:59:12Z
@Señorgarou,😂😂😂opinion de un fanboy de apple😂😂,1,2024-09-28T17:00:03Z
@Sherri-p2g,"I love how (almost) everything you said that was wrong with the iPhone is now fixed. Awesome! I have to say that I was a die hard android fan for many years. Then one day I bought an iPhone 6 Plus (obviously this was many years ago) and I liked it. iPhone has come a very long way from where it was. Android is still better with some things, but I have to hand it to iPhone for stepping it up and making some awesome phones now! I am currently waiting on my iPhone 15 Pro Max because I refuse to buy a brand new phone when last years phone is just as good. Lastly, I enjoy watching your videos!",0,2024-09-28T01:58:09Z
@ottosboyen,"I bought a Iphone a week ago and today I gave it away for my old phone. 
I could not get along with it at all and my phone is such a important part of my life. I was really looking forward to start using Iphone and after 7 days I gave up. 
Its not a bad phone, its just so personal and for me it didnt work. I didnt like anything about it to be honest, on the other side android have too many options but Ill take any android over Iphone.",0,2024-09-27T23:43:34Z
@dannyrock7261,"I’m with MKBHD there, I don’t see why be a fanboi, you are all free to switch whenever you want, I’d have both if I could but too inconvenient",0,2024-09-27T21:41:21Z
@Abdush_,"Shocked that iPhone scored more in my case 🥲
Best of Luck to me for switching to iOS for the first time.",0,2024-09-27T11:32:16Z
@bluecollarmenproductions,I heard you’re charging 50 dollars for phone wall papers hahahaha,0,2024-09-27T03:23:59Z
@MaNtIcHoRaOfficial,"My thing is this. My first smart phone was android. One day my parents changed our phone plan and surprised me with a iphone 4s which they got for free when they signed up. Since then its been iphone. I like android but i like the simplicity of iOS. I feel iOS runs smoother and much of that is because its designed for mainly their ecosystem. If apple made a good Phone and the rest of the accessories like headphone, smart watches were garbage i would switch. Airpods pro are arguably the best wireless earbuds on the market. Apple watch is a solid product and in general apple’s software is pretty solid and i have never actually had a issue with an iPhone especially software related that would make me want to leave. It works for me i like the quality of the product",0,2024-09-27T01:40:34Z
@SonicBuzz2010,android better as battery better and more choices,0,2024-09-25T18:31:14Z
@CROWNZI,"Some points that have been mentioned and that i personally think are the main deal makers for me in choosing iPhone is the eco system and how convenient and seamless it is. I would also easily include the IOS itself as a part of an eco system since it is made specifically for every device in Apple line. And as MKHD mentioned the developers have to adapt for each invidual phone that Android is used in, which might cause some bugs and other issues. I dont need my phone to be a tech device, i do all the tech stuff on either my laptop or PC. The phone is something that should be a fluent and seamless experience in communication or other day to day stuff that an average human should need. And on top of that in case you need to render stuff on your phone as you travel, the iphones are actually significantly faster in doing so now. While holding the iphone i do also feel like i own something that is a high quality product, the materials and the design is understated but simple and nice. Especially with 15 and 16 iphones they just feel way better in the hand compared to any other Android phone(which btw if you look at how all of the Andriod phones look now, they try really hard to copy some of the design features of the iPhones)",0,2024-09-25T10:16:20Z
@bhisma6963,i chose android since i dont want annoyed by iphone where  not everything is free and has to paid for the subscribtion sorry if my english bad,0,2024-09-25T09:00:31Z
@FrenchFriedFelon,Will always choose Apple for professional and business. Will always choose android for personal,0,2024-09-25T01:09:29Z
@nmpoy,customization is important to me but i just can’t do android,0,2024-09-23T23:39:53Z
@CoolMessiah111,Apple products are far superior and everyone knows that,0,2024-09-23T07:06:12Z
@rahulsingh2303,If there's no winenr why did you even made a video except for the fact that you wanted views?,0,2024-09-23T03:25:12Z
@boristenipinot4067,Que buen vídeo,0,2024-09-23T02:07:55Z
@krishantchand425,Appled listened to this and said lets correct him,0,2024-09-23T00:46:06Z
@mrnjutto,"Samsung is the biggest loser for me, im using a motorola, still miss massung byt whatever.",1,2024-09-22T05:07:58Z
@hausy,Every android phone I have gotten has sucked. Maybe I was making bad choices but my iPhone has never died outright like my android phones did.,0,2024-09-22T02:17:18Z
@nadeemamouzh9315,FACTOR IN SECURITY PLEASE,0,2024-09-22T02:07:56Z
@davidp4864,"How times change, quickly at that. I feel like Nokia, LG and Blackberry were just behind us and how fast they disappeared. Apple, Samsung, Google. Curious where we’ll be in a decade.",1,2024-09-21T17:37:39Z
@zzqart,In my opinion if your a gamer you should get an android phone if your not a gamer then get an iphone.,0,2024-09-20T19:41:46Z
@GramKracker88,"One thing I feel like anyone hardly covers on these, is “jank”… As a software engineer, I love the customizable options and cool new tech, side loading apps, and all the cool tech stuff you can do with androids. But I always end up back with apple… the reason? Cause Androids typically just feel janky, especially the more you customize it. Yah it’s cool you got your icons looking exactly how you want, or you could load this cool new app via side loading, but guess what, half the time the app freezes, locks up, lags like hell, or your icons flip around, a new update comes out and now the visuals on your Home Screen are off, I mean the list goes on… It’s a complete and total pain in the ass… Apple just works and I know when I launch an app, it’ll be reliable (assuming your not on a 10 year old device)..",0,2024-09-19T17:23:40Z
